handle,product_gid,status,variant_gid,variant_title,sku,live_price,live_compare_at
friends-forever-necklace-earring-set,gid://shopify/Product/1989772214336,DRAFT,gid://shopify/ProductVariant/31513251282978,NC / OS,4996NCOS,22.62,29
open-shape-claw-clip-gold,gid://shopify/Product/1989935333440,ACTIVE,gid://shopify/ProductVariant/31484800630818,Default Title,8431NCOS,9,9
brunette-hair-coils,gid://shopify/Product/1989936119872,DRAFT,gid://shopify/ProductVariant/31497098264610,Default Title,8080NCOS,5.99,5.99
luxe-shower-cap-black-and-white-stripe,gid://shopify/Product/1990052544576,ACTIVE,gid://shopify/ProductVariant/31491150184482,Default Title,0835NCOS,29,29
kitsch-luxe-shower-cap-blush-dot,gid://shopify/Product/1990060343360,ACTIVE,gid://shopify/ProductVariant/31491147956258,Default Title,0842NCOS,29,29
no-snag-elastic-black,gid://shopify/Product/1990110347328,ACTIVE,gid://shopify/ProductVariant/31506639487010,Default Title,1337NCONE SIZE,6,6
kitsch-pro-no-snag-mini-gummy-elastic,gid://shopify/Product/1990110642240,ACTIVE,gid://shopify/ProductVariant/31497084502050,Default Title,1351NCONE SIZE,6,6
essential-bobby-pin-blonde,gid://shopify/Product/1990111789120,ACTIVE,gid://shopify/ProductVariant/31506597806114,Default Title,1412NCONE SIZE,5,5
essential-bobby-pin-tortoise,gid://shopify/Product/1990111952960,ACTIVE,gid://shopify/ProductVariant/31506408570914,Default Title,1405NCONE SIZE,5,5
essential-bobby-pin-black,gid://shopify/Product/1990112215104,ACTIVE,gid://shopify/ProductVariant/31506592006178,Default Title,1399NCONE SIZE,5,5
xl-styling-clip-rose-gold,gid://shopify/Product/1990115819584,DRAFT,gid://shopify/ProductVariant/31504376954914,Default Title,1566NCONE SIZE,7.02,9
satin-sleep-scrunchie-black,gid://shopify/Product/1990116769856,ACTIVE,gid://shopify/ProductVariant/31484803186722,Default Title,1627NCONE SIZE,10,10
no-snag-elastic-brown,gid://shopify/Product/1990118441024,ACTIVE,gid://shopify/ProductVariant/31504460349474,Default Title,1344NCONE SIZE,6,6
no-slip-crocodile-clip-gold,gid://shopify/Product/1990121816128,ACTIVE,gid://shopify/ProductVariant/31497089941538,Default Title,4215NCONE SIZE,8,8
styling-clip-rose-gold,gid://shopify/Product/1990122045504,ACTIVE,gid://shopify/ProductVariant/31499171102754,Default Title,1542NCOS,10,10
velvet-scrunchies-blush-mauve,gid://shopify/Product/1990129451072,ACTIVE,gid://shopify/ProductVariant/31494369640482,Default Title,3188NCOS,10,10
8-pack-hair-coils-brunette,gid://shopify/Product/1990163431488,ACTIVE,gid://shopify/ProductVariant/31497093021730,Default Title,5119NCOS,12,12
styling-clip-iridescent,gid://shopify/Product/1990164709440,ACTIVE,gid://shopify/ProductVariant/31514102399010,Default Title,3409NCOS,10,10
no-slip-crocodile-clip-black,gid://shopify/Product/1990165102656,ACTIVE,gid://shopify/ProductVariant/31524190617634,Default Title,3416NCOS,8,8
open-shape-claw-clip-hematite,gid://shopify/Product/1990181290048,ACTIVE,gid://shopify/ProductVariant/31496487829538,Default Title,8448NCOS,10,10
ice-roller,gid://shopify/Product/3854047051799,ACTIVE,gid://shopify/ProductVariant/31494367412258,Default Title,5447NCOS,21,21
satin-sleep-eye-mask-black,gid://shopify/Product/3928255070231,DRAFT,gid://shopify/ProductVariant/31484850077730,Default Title,3825No ColorOS,16,16
satin-sleep-scrunchies-blush,gid://shopify/Product/3928257527831,ACTIVE,gid://shopify/ProductVariant/31494390415394,Default Title,1603NCONE SIZE,8,8
luxe-shower-cap-leopard,gid://shopify/Product/3942777454615,ACTIVE,gid://shopify/ProductVariant/31491148152866,Default Title,4914No ColorOS,29,29
microfiber-hair-towel-micro-dot,gid://shopify/Product/3946402873367,ACTIVE,gid://shopify/ProductVariant/31496439726114,Default Title,4938No ColorOS,27,27
microfiber-hair-towel-leopard,gid://shopify/Product/3946403790871,ACTIVE,gid://shopify/ProductVariant/31494386581538,Default Title,4921No ColorOS,23,23
microfiber-towel-scrunchies-micro-dot,gid://shopify/Product/3946492198935,ACTIVE,gid://shopify/ProductVariant/31494449332258,Default Title,0893No ColorOS,18,18
microfiber-spa-headband-leopard,gid://shopify/Product/3946496884759,ACTIVE,gid://shopify/ProductVariant/31496466366498,Default Title,1791No ColorOS,18,18
dermaplaner,gid://shopify/Product/3946522640407,ACTIVE,gid://shopify/ProductVariant/31494436847650,Default Title,5454No ColorOS,15,15
ceramic-thermal-roller-variety-pack,gid://shopify/Product/3946524246039,ACTIVE,gid://shopify/ProductVariant/31497092759586,Default Title,1135No ColorOS,14,14
bun-twists-brown,gid://shopify/Product/3946827546647,ACTIVE,gid://shopify/ProductVariant/31497151676450,Default Title,1166No ColorOS,8,8
ultimate-travel-11pc-set-black-ivory,gid://shopify/Product/4391426981922,ACTIVE,gid://shopify/ProductVariant/31491132915746,Default Title,4352No ColorOS,14,14
ponyfull-blonde,gid://shopify/Product/4422486327330,ACTIVE,gid://shopify/ProductVariant/31514090864674,Default Title,4482NCOS,12,12
king-pillowcase-ivory,gid://shopify/Product/4429102153762,ACTIVE,gid://shopify/ProductVariant/31527887962146,Default Title,4772NCOS,36,36
king-pillowcase-blush,gid://shopify/Product/4429102219298,ACTIVE,gid://shopify/ProductVariant/31527888027682,Default Title,4789NCOS,36,36
consciously-created-wet_dry-brush,gid://shopify/Product/4429102579746,ACTIVE,gid://shopify/ProductVariant/31527888420898,Default Title,4963NCOS,16,16
consciously-created-wide-tooth-comb,gid://shopify/Product/4429102743586,ACTIVE,gid://shopify/ProductVariant/31527888584738,Default Title,4949NCOS,12,12
king-pillowcase-leopard,gid://shopify/Product/4537158107170,ACTIVE,gid://shopify/ProductVariant/32075887542306,Default Title,5236NCOS,36,36
assorted-satin-sleep-scrunchies,gid://shopify/Product/4543552225314,ACTIVE,gid://shopify/ProductVariant/32102924288034,Default Title,5427NCONE SIZE,10,10
nourishing-shampoo-bar,gid://shopify/Product/4617093480482,ACTIVE,gid://shopify/ProductVariant/32284793602082,Default Title,5472NCOS,16,16
nourishing-conditioner-bar,gid://shopify/Product/4617093513250,ACTIVE,gid://shopify/ProductVariant/32284793634850,Default Title,5489NCOS,14,14
bottle-free-beauty-bar-bag-blush,gid://shopify/Product/4617093546018,ACTIVE,gid://shopify/ProductVariant/32284793667618,Default Title,5496NCOS,5,5
bottle-free-beauty-bar-bag-coral,gid://shopify/Product/4617093611554,ACTIVE,gid://shopify/ProductVariant/32292401512482,Default Title,5632NCOS,6,6
eco-friendly-hair-towel,gid://shopify/Product/4624112189474,ACTIVE,gid://shopify/ProductVariant/32307468238882,Default Title,5250NCOS,27,27
hair-towel-figure-drawing,gid://shopify/Product/4812174327842,DRAFT,gid://shopify/ProductVariant/32921952550946,NC / OS,5885NCOS,23,23
eco-friendly-medium-claw-clips-2pc-set-black,gid://shopify/Product/5963237261493,ACTIVE,gid://shopify/ProductVariant/37107618578613,Default Title,4888NCOS,10,10
eco-friendly-nylon-elastics-20pc-set-black,gid://shopify/Product/5963238310069,ACTIVE,gid://shopify/ProductVariant/37107625427125,Default Title,5298NCOS,8,8
eco-friendly-nylon-elastics-20pc-set-blush,gid://shopify/Product/5963238670517,ACTIVE,gid://shopify/ProductVariant/37107626246325,Default Title,5304NCOS,8,8
eco-friendly-large-claw-clip-black,gid://shopify/Product/5970991808693,ACTIVE,gid://shopify/ProductVariant/37159038517429,Default Title,4871NCOS,8,8
clarifying-shampoo-bar,gid://shopify/Product/5994327998645,ACTIVE,gid://shopify/ProductVariant/37257699360949,Default Title,5458NCOS,16,16
deep-moisturizing-conditioner-bar,gid://shopify/Product/5994330652853,ACTIVE,gid://shopify/ProductVariant/37257704177845,Default Title,5465NCOS,16,16
bottle-free-beauty-bar-conditioner-bag-black,gid://shopify/Product/5994335338677,ACTIVE,gid://shopify/ProductVariant/37257735340213,Default Title,5977NCOS,6,6
assorted-textured-scrunchies-5pc-black,gid://shopify/Product/5996776259765,ACTIVE,gid://shopify/ProductVariant/37264613507253,Default Title,5922NCOS,10,10
crepe-scrunchie-5pc-terra-cotta,gid://shopify/Product/5996776620213,ACTIVE,gid://shopify/ProductVariant/37264613867701,Default Title,6097NCOS,12,12
the-lavender-weighted-satin-eye-mask,gid://shopify/Product/6069453684917,ACTIVE,gid://shopify/ProductVariant/37527249354933,Default Title,4864NCOS,24,24
kitschpro-eco-friendly-dermaplaner-terracotta,gid://shopify/Product/6072299520181,ACTIVE,gid://shopify/ProductVariant/37541030396085,Default Title,5540NCOS,15,15
satin-sleep-pillow-scrunchies-blush-gray,gid://shopify/Product/6251293376693,DRAFT,gid://shopify/ProductVariant/38200883445941,Default Title,5649NCOS,18,18
satin-sleep-pillow-scrunchies-charcoal-gold,gid://shopify/Product/6251293442229,ACTIVE,gid://shopify/ProductVariant/38200883544245,Default Title,5670NCOS,18,18
eco-friendly-brunch-scrunchie-leopard,gid://shopify/Product/6252627787957,DRAFT,gid://shopify/ProductVariant/38208020578485,Default Title,6219NCOS,10,10
the-pillow-eye-mask-charcoal,gid://shopify/Product/6252627886261,ACTIVE,gid://shopify/ProductVariant/38208020676789,Default Title,6240NCOS,21,21
eco-friendly-marble-claw-clip-blush,gid://shopify/Product/6264161566901,ACTIVE,gid://shopify/ProductVariant/38246720405685,Default Title,6295NCOS,10,10
satin-pillowcase-charcoal-grey,gid://shopify/Product/6264161829045,ACTIVE,gid://shopify/ProductVariant/38246720995509,Default Title,6332NCOS,29,29
eco-friendly-hair-towel-black,gid://shopify/Product/6278753222837,ACTIVE,gid://shopify/ProductVariant/38306554380469,Default Title,6363NCOS,27,27
eco-friendly-oversized-matte-claw-clip,gid://shopify/Product/6278946226357,ACTIVE,gid://shopify/ProductVariant/38308081598645,Default Title,6325NCOS,11,11
mini-classic-claw-clips-16pc,gid://shopify/Product/6635653103797,ACTIVE,gid://shopify/ProductVariant/39669820817589,Default Title,6516NCOS,8,8
medium-claw-clips-2pc,gid://shopify/Product/6635653202101,ACTIVE,gid://shopify/ProductVariant/39669820915893,Default Title,6523NCOS,10,10
large-loop-claw-clips-2pc,gid://shopify/Product/6635653267637,ACTIVE,gid://shopify/ProductVariant/39669821178037,Default Title,6561NCOS,9,9
x-small-claw-clips-6pc,gid://shopify/Product/6635653300405,ACTIVE,gid://shopify/ProductVariant/39669821210805,Default Title,6530NCOS,8,8
small-claw-clips-2pc,gid://shopify/Product/6635653398709,DRAFT,gid://shopify/ProductVariant/39669821440181,Default Title,6547NCOS,6.24,8
jumbo-classic-claw-clips-2pc,gid://shopify/Product/6635665424565,ACTIVE,gid://shopify/ProductVariant/39669850144949,Default Title,6578NCOS,12,12
thick-hair-nylon-elastics-6pc-black,gid://shopify/Product/6635665588405,ACTIVE,gid://shopify/ProductVariant/39669850308789,Default Title,6615NCOS,8,8
xl-adjustable-satin-bonnet,gid://shopify/Product/6635671683253,ACTIVE,gid://shopify/ProductVariant/39669878948021,Default Title,6684NCOS,22,22
moisturizing-spa-gloves,gid://shopify/Product/6678197665973,DRAFT,gid://shopify/ProductVariant/39822382235829,Default Title,6431NCOS,19,23
moisturizing-spa-socks,gid://shopify/Product/6678197731509,ACTIVE,gid://shopify/ProductVariant/39822382301365,Default Title,6448NCOS,16,16
satin-pillowcase-blush-tie-dye,gid://shopify/Product/6707230343349,DRAFT,gid://shopify/ProductVariant/39909786353845,NC / OS,6950NCOS,14.82,19
cotton-face-mask-3pc-set-sunset-tie-dye,gid://shopify/Product/6707238174901,DRAFT,gid://shopify/ProductVariant/39909797068981,NC / OS,6974NCOS,12,18
mini-spa-rollers,gid://shopify/Product/6817467203765,ACTIVE,gid://shopify/ProductVariant/40377582420149,Default Title,6424NCOS,19,19
satin-heatless-curling-set-sunset-tie-dye,gid://shopify/Product/6881075265717,ACTIVE,gid://shopify/ProductVariant/40634532724917,Default Title,7568NCOS,18,18
stainless-steel-gua-sha,gid://shopify/Product/6881075331253,ACTIVE,gid://shopify/ProductVariant/40634532921525,Default Title,7490NCOS,27,27
rice-water-protein-conditioner-bar-strengthening,gid://shopify/Product/6967153393845,ACTIVE,gid://shopify/ProductVariant/40960800719029,Default Title,6752NCOS,16,16
eco-friendly-elastic-cutters-3pcset,gid://shopify/Product/6977859715253,ACTIVE,gid://shopify/ProductVariant/40998169378997,Default Title,8169No ColorOS,7,7
self-draining-soap-dish,gid://shopify/Product/6977860042933,DRAFT,gid://shopify/ProductVariant/40998169706677,Default Title,8374No ColorOS,12,12
eco-friendly-hair-brush-cleaner,gid://shopify/Product/6987606032565,ACTIVE,gid://shopify/ProductVariant/41045688418485,Default Title,8152No ColorOS,12,12
charcoal-detoxifying-body-wash-bar,gid://shopify/Product/6989399982261,ACTIVE,gid://shopify/ProductVariant/41050791444661,Default Title,7575NCOS,14,14
sugar-exfoliating-body-scrub-bar,gid://shopify/Product/6989400047797,ACTIVE,gid://shopify/ProductVariant/41050791510197,Default Title,7582NCOS,12,12
eco-friendly-chain-claw-clip-3pc-set-neutral,gid://shopify/Product/7009516880053,ACTIVE,gid://shopify/ProductVariant/41122230796469,Default Title,8350No ColorOS,11,11
eco-friendly-spray-bottle,gid://shopify/Product/7009516978357,DRAFT,gid://shopify/ProductVariant/41122231058613,Default Title,8176No ColorOS,4,4
eco-friendly-jumbo-open-shape-claw-clip-black,gid://shopify/Product/7009517043893,ACTIVE,gid://shopify/ProductVariant/41122231517365,Default Title,8190No ColorOS,14,14
body-dry-brush,gid://shopify/Product/7127202693301,ACTIVE,gid://shopify/ProductVariant/41501657497781,Default Title,8312No ColorOS,20,20
extra-wide-spa-headband-dusty-rose,gid://shopify/Product/7127204004021,ACTIVE,gid://shopify/ProductVariant/41501659758773,Default Title,8275No ColorOS,10,10
creaseless-clips-4pc-set-black-terrazzo,gid://shopify/Product/7132232450229,ACTIVE,gid://shopify/ProductVariant/41517533003957,Default Title,7766No ColorOS,10,10
satin-wrapped-hair-towel-blush,gid://shopify/Product/7132855009461,ACTIVE,gid://shopify/ProductVariant/41518830583989,Default Title,8282No ColorOS,29,29
eco-friendly-exfoliating-glove-leopard,gid://shopify/Product/7132856320181,ACTIVE,gid://shopify/ProductVariant/41518833598645,Default Title,8268No ColorOS,10,10
eco-friendly-chain-claw-clip-3pc-set-black-moss,gid://shopify/Product/7164370747573,ACTIVE,gid://shopify/ProductVariant/41617040736437,Default Title,8589No ColorOS,9,9
basics-hair-ties-1,gid://shopify/Product/7230787518645,DRAFT,gid://shopify/ProductVariant/42080405291189,Default Title,4187NCOS,7,7
magnetic-bobby-pin-holder,gid://shopify/Product/7260028797109,ACTIVE,gid://shopify/ProductVariant/42166074474677,Default Title,9395No ColorOS,12,12
satin-pillowcase-lavender,gid://shopify/Product/7260030140597,DRAFT,gid://shopify/ProductVariant/42166075850933,Default Title,8855No ColorOS,19,19
satin-king-pillowcase-charcoal,gid://shopify/Product/7260030206133,ACTIVE,gid://shopify/ProductVariant/42166075916469,Default Title,9524No ColorONE SIZE,29,29
satin-sleep-scrunchies-5pk-cameo,gid://shopify/Product/7260031254709,ACTIVE,gid://shopify/ProductVariant/42166078537909,Default Title,9265NCONE SIZE,8,8
satin-wrapped-flexi-rods-6pc,gid://shopify/Product/7260031385781,ACTIVE,gid://shopify/ProductVariant/42166078668981,Default Title,9296NCOS,21,21
recycled-chiffon-polka-dot-bow-barrette,gid://shopify/Product/7260038037685,DRAFT,gid://shopify/ProductVariant/42166092726453,Default Title,9555No ColorONE SIZE,8,8
glazey-blush,gid://shopify/Product/7260038070453,ACTIVE,gid://shopify/ProductVariant/42166092759221,Default Title,9067No ColorOS,118,118
glazey-charcoal,gid://shopify/Product/7260038103221,ACTIVE,gid://shopify/ProductVariant/42166092791989,Default Title,9494No ColorOS,118,118
flat-lay-claw-clip-2pc-curved-black-tort,gid://shopify/Product/7285782315189,ACTIVE,gid://shopify/ProductVariant/42270724063413,Default Title,60008No ColorOS,9,9
banana-clip-2pc-black-and-tort,gid://shopify/Product/7285783429301,ACTIVE,gid://shopify/ProductVariant/42270724882613,Default Title,60022No ColorOS,15,15
flat-lay-claw-clip-3pc-flat-terracotta,gid://shopify/Product/7300327932085,ACTIVE,gid://shopify/ProductVariant/42306029650101,Default Title,60039No ColorOS,10,10
zig-zag-headband-2pc-black-and-tort,gid://shopify/Product/7300335894709,ACTIVE,gid://shopify/ProductVariant/42306043969717,Default Title,60145No ColorOS,15,15
micro-derma-roller-warm-gray,gid://shopify/Product/7301425266869,ACTIVE,gid://shopify/ProductVariant/42307894182069,Default Title,8251No ColorOS,14,14
ultra-sensitive-shampoo-body-wash-bar,gid://shopify/Product/7301864554677,ACTIVE,gid://shopify/ProductVariant/42309547753653,Default Title,9432No ColorOS,16,16
rabs-flat-lay-claw-clip-2pc-flat-black-tort,gid://shopify/Product/7319130079413,ACTIVE,gid://shopify/ProductVariant/42368184549557,Default Title,60015No ColorOS,9,9
perfect-glide-safety-razor,gid://shopify/Product/7328331268277,ACTIVE,gid://shopify/ProductVariant/42407066960053,Default Title,60602No ColorOS,29,29
kitsch-x-sunbum-scrunchies-3pc-set,gid://shopify/Product/7354781008053,DRAFT,gid://shopify/ProductVariant/42482322899125,Default Title,03493NCOS,8,8
razor-blade-refills-10pc-set,gid://shopify/Product/7359634309301,ACTIVE,gid://shopify/ProductVariant/42497600323765,Default Title,60619No ColorOS,5,5
sun-bum-3-in-1-leave-in-conditioner-treatment-1-5-fl-oz,gid://shopify/Product/7360410714293,DRAFT,gid://shopify/ProductVariant/42500598005941,Default Title,Sunbum ConditionerNCOS,6.49,6.49
king-pillowcase-aura,gid://shopify/Product/7362823520437,ACTIVE,gid://shopify/ProductVariant/42508448727221,Default Title,60787NCOS,36,36
volumizing-roller-clips,gid://shopify/Product/7362834956469,ACTIVE,gid://shopify/ProductVariant/42508522356917,Default Title,60169No ColorOS,10,10
satin-heatless-curling-set-charcoal,gid://shopify/Product/7363103359157,ACTIVE,gid://shopify/ProductVariant/42509274939573,Default Title,60657NCOS,18,18
recycled-nylon-glitter-medium-elastics-12pc-neutral,gid://shopify/Product/7363126231221,ACTIVE,gid://shopify/ProductVariant/42509329334453,Default Title,9661NCOS,10,10
eco-friendly-nylon-elastics-20pc-eucalyptus,gid://shopify/Product/7363138846901,ACTIVE,gid://shopify/ProductVariant/42509380616373,Default Title,60152No ColorOS,8,8
enamel-snap-clips-4pc-terracotta-1,gid://shopify/Product/7367103971509,DRAFT,gid://shopify/ProductVariant/42521940558005,Default Title,60053No ColorOS,8,8
ultra-sensitive-solid-conditioner-shave-bar,gid://shopify/Product/7372302057653,ACTIVE,gid://shopify/ProductVariant/42535365017781,Default Title,9821No ColorOS,14,14
purple-toning-solid-shampoo,gid://shopify/Product/7374187397301,ACTIVE,gid://shopify/ProductVariant/42549674016949,Default Title,9838No ColorOS,16,16
purple-toning-solid-conditioner,gid://shopify/Product/7374245036213,ACTIVE,gid://shopify/ProductVariant/42549739454645,Default Title,9845NCOS,16,16
shea-butter-solid-body-wash,gid://shopify/Product/7376125329589,ACTIVE,gid://shopify/ProductVariant/42552880103605,Default Title,9852No ColorOS,14,14
sage-assorted-claw-clip-3pc-set-octopus-claw-clip,gid://shopify/Product/7387985019061,ACTIVE,gid://shopify/ProductVariant/42582057418933,Default Title,60343No ColorOS,12,12
recycled-plastic-assorted-claw-clip-3pc-oversized-claw-clip,gid://shopify/Product/7387992424629,ACTIVE,gid://shopify/ProductVariant/42582073671861,Default Title,60428No ColorOS,12,12
pre-wash-scalp-hair-oil-with-rosemary-and-biotin,gid://shopify/Product/7388078997685,ACTIVE,gid://shopify/ProductVariant/42582367174837,Default Title,60633NCOS,15,15
ultra-petite-satin-scrunchies-6pc-terracotta,gid://shopify/Product/7388080799925,ACTIVE,gid://shopify/ProductVariant/42582368321717,Default Title,60527NCOS,12,12
ultra-petite-satin-scrunchies-6pc-eucalyptus,gid://shopify/Product/7388080832693,ACTIVE,gid://shopify/ProductVariant/42582368354485,Default Title,60558NCOS,10,10
recycled-plastic-octopus-claw-clip-2pc-set-black-tort,gid://shopify/Product/7388081029301,ACTIVE,gid://shopify/ProductVariant/42582368518325,Default Title,60237No ColorOS,9,9
solid-shave-butter,gid://shopify/Product/7388701917365,ACTIVE,gid://shopify/ProductVariant/42583455105205,Default Title,60626No ColorOS,10,10
recycled-plastic-zig-zag-headband-2pc-neutral,gid://shopify/Product/7393551548597,ACTIVE,gid://shopify/ProductVariant/42594841723061,Default Title,60459No ColorOS,15,15
assorted-textured-scrunchies-5pc-set-terracotta,gid://shopify/Product/7404725895349,ACTIVE,gid://shopify/ProductVariant/42723333701813,Default Title,5379 NWNCOS,10,10
scalp-exfoliator-terracotta,gid://shopify/Product/7429902532789,ACTIVE,gid://shopify/ProductVariant/42793722937525,Default Title,62064No ColorOS,7,7
satin-lined-flexi-shower-cap-terracotta-checker,gid://shopify/Product/7429903188149,ACTIVE,gid://shopify/ProductVariant/42793724510389,Default Title,61418No ColorOS,29,29
extra-large-quick-dry-hair-towel-wrap-terracotta-checker,gid://shopify/Product/7429903712437,ACTIVE,gid://shopify/ProductVariant/42793725952181,Default Title,60695No ColorOS,38,38
microfiber-quick-dry-towel-scrunchies-2pc-terracotta-checker,gid://shopify/Product/7429904335029,ACTIVE,gid://shopify/ProductVariant/42793726836917,Default Title,61449No ColorOS,21,21
body-wash-beauty-bar-bag-chocolate,gid://shopify/Product/7429904924853,ACTIVE,gid://shopify/ProductVariant/42793727721653,Default Title,60534NCOS,5,5
recycled-plastic-xl-creaseless-clips-2pc-set-terracotta-checker,gid://shopify/Product/7452625010869,ACTIVE,gid://shopify/ProductVariant/42876802039989,Default Title,62323No ColorOS,9,9
bond-repair-solid-treatment,gid://shopify/Product/7462818152629,ACTIVE,gid://shopify/ProductVariant/42917722685621,Default Title,61593No ColorOS,20,20
recycled-plastic-claw-clip-black-glitter,gid://shopify/Product/7467129667765,DRAFT,gid://shopify/ProductVariant/42929748541621,Default Title,62019No ColorOS,10,10
recycled-plastic-assorted-claw-clips-3pc-rectangle-open-shape,gid://shopify/Product/7467130454197,ACTIVE,gid://shopify/ProductVariant/42929751687349,Default Title,60572No ColorOS,12,12
extra-long-rhinestone-bobby-pins-4pc-set,gid://shopify/Product/7467136417973,DRAFT,gid://shopify/ProductVariant/42929766072501,Default Title,61883No ColorOS,10,10
recycled-fabric-wide-headband-2pc-set-black-and-camel,gid://shopify/Product/7467137892533,ACTIVE,gid://shopify/ProductVariant/42929772429493,Default Title,62033NCOS,12,12
satin-jumbo-flexi-rods-4pc-rosewood,gid://shopify/Product/7467140153525,ACTIVE,gid://shopify/ProductVariant/42929778065589,Default Title,60640NCOS,21,21
xl-satin-heatless-curling-set-chocolate,gid://shopify/Product/7467140612277,ACTIVE,gid://shopify/ProductVariant/42929779146933,Default Title,62415NCOS,20,20
xl-thermal-rollers-4pc-set-terracotta,gid://shopify/Product/7467141922997,ACTIVE,gid://shopify/ProductVariant/42929783865525,Default Title,62330No ColorOS,16,16
elf-x-kitsch-glitter-claw-clip,gid://shopify/Product/7467148378293,ACTIVE,gid://shopify/ProductVariant/42929794384053,Default Title,61937No ColorOS,10,10
elf-x-kitsch-scrunchies-2pc-set,gid://shopify/Product/7467149394101,ACTIVE,gid://shopify/ProductVariant/42929796120757,Default Title,61944No ColorOS,12,12
elf-x-kitsch-satin-heatless-curling-set-candy-cane,gid://shopify/Product/7467150606517,DRAFT,gid://shopify/ProductVariant/42929798021301,Default Title,61968No ColorOS,20,20
elf-x-kitsch-king-satin-pillowcase-periwinkle-christmas,gid://shopify/Product/7468149309621,ACTIVE,gid://shopify/ProductVariant/42934121660597,Default Title,64181No ColorOS,28,28
kitsch-x-bridgerton-satin-pillow-scrunchies,gid://shopify/Product/7476559872181,ACTIVE,gid://shopify/ProductVariant/43053298876597,Default Title,63627No ColorOS,20,20
recycled-plastic-mini-puffy-claw-clips-8pc-set-rosewood,gid://shopify/Product/7503444050101,ACTIVE,gid://shopify/ProductVariant/43145283797173,Default Title,64273No ColorOS,10,10
recycled-plastic-puffy-claw-clip-1pc-rosewood,gid://shopify/Product/7503446016181,ACTIVE,gid://shopify/ProductVariant/43145293037749,Default Title,64280No ColorOS,10,10
recycled-plastic-puffy-claw-clip-1pc-chocolate,gid://shopify/Product/7503446048949,ACTIVE,gid://shopify/ProductVariant/43145293103285,Default Title,64990No ColorOS,10,10
recycled-fabric-puffy-scrunchies-3pc-set-rosewood,gid://shopify/Product/7503446507701,ACTIVE,gid://shopify/ProductVariant/43145295560885,Default Title,64297No ColorOS,12,12
recycled-fabric-bow-hair-clip-black,gid://shopify/Product/7503446704309,ACTIVE,gid://shopify/ProductVariant/43145297363125,Default Title,64310No ColorOS,10,10
satin-petite-scrunchies-5pc-set-sedona,gid://shopify/Product/7511303356597,ACTIVE,gid://shopify/ProductVariant/43169736196277,Default Title,63023No ColorOS,10,10
satin-petite-scrunchies-5pc-set-midnight,gid://shopify/Product/7511304011957,ACTIVE,gid://shopify/ProductVariant/43169737998517,Default Title,63047No ColorOS,10,10
recycled-fabric-puffy-headband-1pc-black,gid://shopify/Product/7511335960757,ACTIVE,gid://shopify/ProductVariant/43169862680757,Default Title,64242No ColorOS,14,14
continuous-spray-black,gid://shopify/Product/7515428126901,ACTIVE,gid://shopify/ProductVariant/43181148340405,Default Title,64426No ColorOS,12,12
continuous-spray-white,gid://shopify/Product/7515429077173,ACTIVE,gid://shopify/ProductVariant/43181150208181,Default Title,64815No ColorOS,12,12
wonder-woman-x-kitsch-king-satin-pillowcase-comic-print,gid://shopify/Product/7518707712181,ACTIVE,gid://shopify/ProductVariant/43189384478901,Default Title,64174No ColorOS,28,28
wonder-woman-x-kitsch-king-satin-pillowcase-believe-in-wonder,gid://shopify/Product/7518709940405,ACTIVE,gid://shopify/ProductVariant/43189397586101,Default Title,64167No ColorOS,28,28
metal-rhinestone-drop-bobby-pins-4pcs-gold-and-silver,gid://shopify/Product/7526151585973,ACTIVE,gid://shopify/ProductVariant/43209036071093,Default Title,63009No ColorOS,12,12
metal-rhinestone-assorted-bobby-pins-4pcs-gold,gid://shopify/Product/7526151651509,DRAFT,gid://shopify/ProductVariant/43209036202165,Default Title,63016No ColorOS,12,12
metal-rhinestone-large-open-shape-hair-clip-1pc-gold,gid://shopify/Product/7526151848117,ACTIVE,gid://shopify/ProductVariant/43209037676725,Default Title,63030No ColorOS,9,9
metal-enamel-puffy-bow-bobby-pins-8pc-set-rosewood,gid://shopify/Product/7526153420981,ACTIVE,gid://shopify/ProductVariant/43209044426933,Default Title,64259No ColorOS,10,10
gold-french-hair-pin,gid://shopify/Product/7526153453749,ACTIVE,gid://shopify/ProductVariant/43209044459701,Default Title,64266No ColorOS,14,14
continuous-spray-terracotta,gid://shopify/Product/7526249070773,ACTIVE,gid://shopify/ProductVariant/43209163079861,Default Title,64808No ColorOS,12,12
standard-satin-pillowcase-heart,gid://shopify/Product/7541490057397,ACTIVE,gid://shopify/ProductVariant/43241907060917,Default Title,64440No ColorOS,20,20
volumizing-rice-protein-dry-shampoo-light-tinted-powder,gid://shopify/Product/7558041862325,ACTIVE,gid://shopify/ProductVariant/43287754047669,Default Title,63856No ColorOS,15,15
volumizing-rice-protein-dry-shampoo-dark-tinted-powder,gid://shopify/Product/7558042845365,ACTIVE,gid://shopify/ProductVariant/43287764533429,Default Title,65737No ColorOS,15,15
hair-wax-stick,gid://shopify/Product/7558045139125,ACTIVE,gid://shopify/ProductVariant/43287776952501,Default Title,64976No ColorOS,16,16
